#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 09 01 17 00 190  4.6  5.7    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 01 16 00 200  4.1  5.1    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 01 15 00 190  2.6  3.1    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 01 14 00 170  2.1  2.6    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 01 13 00 170  2.1  2.6    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 01 12 00 180  1.5  1.5    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 01 11 00 180  2.1  2.6    MM    MM    MM  MM     MM  13.7    MM    MM   MM   MM    MM
2024 09 01 10 00 160  1.0  1.5    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 01 09 00 170  1.5  2.6    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 01 08 00 190  2.6  3.6    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 01 07 00 180  3.1  3.6    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 01 06 00 180  3.6  4.6    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
2024 09 01 05 00 190  4.1  4.6    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 01 04 00 190  4.1  5.1    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 01 03 00 180  3.1  3.6    MM    MM    MM  MM     MM  14.0    MM    MM   MM   MM    MM
2024 09 01 02 00 190  3.6  4.1    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 01 01 00 190  3.6  4.1    MM    MM    MM  MM     MM  13.9    MM    MM   MM   MM    MM
2024 09 01 00 00 190  3.6  4.6    MM    MM    MM  MM     MM  13.8    MM    MM   MM   MM    MM
