#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2024 07 09 02 00 351  8.4  9.4 99.00 99.00 99.00 999 9999.0  13.2 999.0 999.0 99.0 99.00
2024 07 09 03 00 342  9.2 10.0 99.00 99.00 99.00 999 9999.0  13.4 999.0 999.0 99.0 99.00
2024 07 09 04 00 350  6.1  7.2 99.00 99.00 99.00 999 9999.0  12.8 999.0 999.0 99.0 99.00
2024 07 09 05 00 352  4.0  4.5 99.00 99.00 99.00 999 9999.0  12.7 999.0 999.0 99.0 99.00
2024 07 09 06 00 340  2.2  2.4 99.00 99.00 99.00 999 9999.0  12.8 999.0 999.0 99.0 99.00
2024 07 09 07 00  22  1.2  1.5 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 09 08 00 353  5.4  5.8 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 09 09 00 336  2.7  3.2 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 07 09 10 00 328  1.0  1.3 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 09 11 00 345  1.6  2.1 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 07 09 12 00 359  1.1  1.5 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 07 09 13 00 345  2.3  2.7 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 07 09 14 00 347  0.3  0.7 99.00 99.00 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2024 07 09 15 00 336  2.1  2.3 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 07 09 16 00 346  7.2  8.1 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 09 17 00 344  7.6  8.8 99.00 99.00 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2024 07 09 18 00 349  8.1  9.3 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 07 09 19 00 343  8.4  9.2 99.00 99.00 99.00 999 9999.0  12.1 999.0 999.0 99.0 99.00
2024 07 09 20 00 345 10.8 12.3 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 07 09 21 00 346 10.0 11.0 99.00 99.00 99.00 999 9999.0  12.6 999.0 999.0 99.0 99.00
2024 07 09 22 00 351  9.1 10.3 99.00 99.00 99.00 999 9999.0  12.5 999.0 999.0 99.0 99.00
2024 07 09 23 00 335  9.9 10.9 99.00 99.00 99.00 999 9999.0  12.6 999.0 999.0 99.0 99.00
2024 07 10 00 00 331  7.6  8.4 99.00 99.00 99.00 999 9999.0  12.6 999.0 999.0 99.0 99.00
2024 07 10 01 00 316  6.1  6.9 99.00 99.00 99.00 999 9999.0  12.1 999.0 999.0 99.0 99.00
2024 07 10 02 00 317  5.0  5.8 99.00 99.00 99.00 999 9999.0  12.7 999.0 999.0 99.0 99.00
2024 07 10 03 00 310  4.4  5.5 99.00 99.00 99.00 999 9999.0  12.6 999.0 999.0 99.0 99.00
2024 07 10 04 00 267  2.8  3.1 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 07 10 05 00 308  2.5  2.9 99.00 99.00 99.00 999 9999.0  12.7 999.0 999.0 99.0 99.00
2024 07 10 06 00 237  2.5  2.6 99.00 99.00 99.00 999 9999.0  12.2 999.0 999.0 99.0 99.00
2024 07 10 07 00 203  1.6  1.9 99.00 99.00 99.00 999 9999.0  12.2 999.0 999.0 99.0 99.00
2024 07 10 08 00 241  1.3  1.9 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 07 10 09 00 278  1.0  1.2 99.00 99.00 99.00 999 9999.0  11.9 999.0 999.0 99.0 99.00
2024 07 10 10 00 236  0.6  1.1 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 07 10 11 00  15  1.4  2.1 99.00 99.00 99.00 999 9999.0  12.6 999.0 999.0 99.0 99.00
2024 07 10 12 00   9  2.4  3.2 99.00 99.00 99.00 999 9999.0  12.5 999.0 999.0 99.0 99.00
2024 07 10 13 00 353  2.9  3.5 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 10 14 00 350  2.2  3.2 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 10 15 00 344  4.0  4.6 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 10 16 00 347  3.6  4.4 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 10 17 00 358  3.0  3.8 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 10 18 00 346  3.9  4.7 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 07 10 19 00 339  4.6  5.9 99.00 99.00 99.00 999 9999.0  12.1 999.0 999.0 99.0 99.00
2024 07 10 20 00 348  4.9  5.6 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 07 10 21 00 335  4.2  4.9 99.00 99.00 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2024 07 10 22 00 338  3.9  4.6 99.00 99.00 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2024 07 10 23 00 320  2.6  3.7 99.00 99.00 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2024 07 11 00 00 337  6.3  6.8 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 07 11 01 00 343  5.3  6.0 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 07 11 02 00 345  5.8  6.3 99.00 99.00 99.00 999 9999.0  12.1 999.0 999.0 99.0 99.00
2024 07 11 03 00 342  7.9  9.3 99.00 99.00 99.00 999 9999.0  12.1 999.0 999.0 99.0 99.00
2024 07 11 04 00 345  8.7  9.9 99.00 99.00 99.00 999 9999.0  12.1 999.0 999.0 99.0 99.00
2024 07 11 05 00 347  9.3 10.8 99.00 99.00 99.00 999 9999.0  12.5 999.0 999.0 99.0 99.00
2024 07 11 06 00 349  9.3 10.5 99.00 99.00 99.00 999 9999.0  12.6 999.0 999.0 99.0 99.00
2024 07 11 07 00 354  9.4 10.8 99.00 99.00 99.00 999 9999.0  12.4 999.0 999.0 99.0 99.00
2024 07 11 08 00 355  8.3  9.6 99.00 99.00 99.00 999 9999.0  12.7 999.0 999.0 99.0 99.00
2024 07 11 09 00 348  9.9 11.0 99.00 99.00 99.00 999 9999.0  11.9 999.0 999.0 99.0 99.00
2024 07 11 10 00 350 10.1 11.3 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 11 11 00 349  9.3 10.5 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 07 11 12 00 358  6.0  6.7 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 07 11 13 00 355  9.3 10.8 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 11 14 00 354  9.5 10.6 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 11 15 00 356  8.9  9.7 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 11 16 00 358 10.0 11.2 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 07 11 17 00 352 10.4 11.8 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 07 11 18 00 351 11.4 13.4 99.00 99.00 99.00 999 9999.0  12.1 999.0 999.0 99.0 99.00
2024 07 11 19 00 349  8.5 10.0 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 11 20 00 356  7.9  9.1 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 11 21 00 356  9.9 11.8 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 07 11 22 00 351 10.5 12.0 99.00 99.00 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2024 07 11 23 00 346  9.8 11.0 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 12 00 00 353  9.5 11.0 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 12 01 00 354 11.0 12.3 99.00 99.00 99.00 999 9999.0  11.9 999.0 999.0 99.0 99.00
2024 07 12 02 00 355 10.5 12.2 99.00 99.00 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2024 07 12 03 00 354 11.1 13.3 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 07 12 04 00 354 11.4 12.7 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 07 12 05 00 358 12.7 15.1 99.00 99.00 99.00 999 9999.0  12.2 999.0 999.0 99.0 99.00
2024 07 12 06 00 353 12.0 14.3 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 07 12 07 00 351 10.0 11.1 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 12 08 00   1  8.9  9.9 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 07 12 09 00   2  8.0  8.8 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 07 12 10 00   1  9.3 10.7 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 07 12 11 00   1  6.9  8.2 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 07 12 12 00   3  6.9  7.8 99.00 99.00 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2024 07 12 13 00 358  6.7  7.3 99.00 99.00 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2024 07 12 14 00 357  5.9  7.2 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 07 12 15 00 347  6.6  7.5 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 07 12 16 00 357  7.6  8.9 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 12 17 00 350  8.8 10.5 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 12 18 00 349 10.2 11.1 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 07 12 19 00 342 10.1 11.8 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 12 20 00 343  9.1 10.1 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 12 21 00 347  8.1  9.0 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 12 22 00 347  7.8  8.9 99.00 99.00 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2024 07 12 23 00 349  6.3  7.7 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 07 13 00 00 351  9.2 10.2 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 13 01 00 356  7.0  8.3 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 13 02 00 356  7.6  9.2 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 13 03 00 354  8.5  9.6 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 13 04 00 353  6.7  7.5 99.00 99.00 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2024 07 13 05 00 350  7.4  8.1 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 07 13 06 00 352  7.3  8.3 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 13 07 00 356  5.2  6.0 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 07 13 08 00 355  6.1  7.1 99.00 99.00 99.00 999 9999.0  11.8 999.0 999.0 99.0 99.00
2024 07 13 09 00 353  6.7  7.3 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 07 13 10 00 359  6.2  6.9 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 13 11 00 359  6.6  7.4 99.00 99.00 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2024 07 13 12 00   3  3.3  3.6 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 13 13 00  11  4.4  5.4 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 13 14 00  14  2.4  3.0 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 13 15 00 359  4.7  5.3 99.00 99.00 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2024 07 13 16 00 350  6.1  7.2 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 07 13 17 00 345  6.3  7.6 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 07 13 18 00 343  7.3  8.0 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 13 19 00 347  7.7  8.6 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 07 13 20 00 342  7.1  8.1 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 07 13 21 00 331  7.5  8.6 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 13 22 00 342  6.7  7.3 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 07 13 23 00 332  4.4  5.0 99.00 99.00 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2024 07 14 00 00 344  4.4  5.4 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 14 01 00 334  3.8  4.5 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 14 02 00 316  4.5  5.3 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 14 03 00 336  2.0  2.5 99.00 99.00 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2024 07 14 04 00 345  3.4  4.0 99.00 99.00 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2024 07 14 05 00 353  4.8  5.9 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 14 06 00 357  5.7  6.7 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 07 14 07 00 359  5.4  6.1 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 07 14 08 00   5  3.4  4.0 99.00 99.00 99.00 999 9999.0  11.9 999.0 999.0 99.0 99.00
2024 07 14 09 00 358  3.7  4.5 99.00 99.00 99.00 999 9999.0  11.7 999.0 999.0 99.0 99.00
2024 07 14 10 00 344  4.0  4.5 99.00 99.00 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2024 07 14 11 00 355  5.9  6.8 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 14 12 00   9  4.1  4.6 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 14 13 00 351  3.9  4.4 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 07 14 14 00 345  5.1  5.7 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 07 14 15 00 353  4.3  5.2 99.00 99.00 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2024 07 14 16 00 354  4.9  5.7 99.00 99.00 99.00 999 9999.0  10.4 999.0 999.0 99.0 99.00
2024 07 14 17 00 348  8.5  9.4 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 14 18 00 350  8.6  9.6 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 07 14 19 00 351  7.2  8.1 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 14 20 00 346  5.4  6.5 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 14 21 00 335  8.0  8.8 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 14 22 00 352  6.2  7.9 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 14 23 00 343 10.5 11.5 99.00 99.00 99.00 999 9999.0  12.2 999.0 999.0 99.0 99.00
2024 07 15 00 00 344  7.8  9.2 99.00 99.00 99.00 999 9999.0  11.6 999.0 999.0 99.0 99.00
2024 07 15 01 00 342  7.6  8.6 99.00 99.00 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2024 07 15 02 00 348  5.7  6.5 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 15 03 00 346  4.8  6.3 99.00 99.00 99.00 999 9999.0  10.7 999.0 999.0 99.0 99.00
2024 07 15 04 00 355  5.2  6.5 99.00 99.00 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2024 07 15 05 00 357  7.2  8.3 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 15 06 00 349  7.2  8.2 99.00 99.00 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2024 07 15 07 00   0  7.2  8.2 99.00 99.00 99.00 999 9999.0  12.0 999.0 999.0 99.0 99.00
2024 07 15 08 00   2  4.6  5.4 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 15 09 00 357  4.9  5.5 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 15 10 00 356  4.2  4.9 99.00 99.00 99.00 999 9999.0  10.8 999.0 999.0 99.0 99.00
2024 07 15 11 00   1  3.9  4.1 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 07 15 12 00   3  3.0  3.4 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 15 13 00 354  1.5  1.8 99.00 99.00 99.00 999 9999.0  11.0 999.0 999.0 99.0 99.00
2024 07 15 14 00 359  2.4  3.0 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 07 15 15 00 342  2.8  2.9 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 07 15 16 00 336  4.7  5.3 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 07 15 17 00 348  7.4  8.5 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 07 15 18 00 345  8.6  9.7 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 07 15 19 00 346  9.9 11.2 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 07 15 20 00 344 10.8 11.9 99.00 99.00 99.00 999 9999.0  10.3 999.0 999.0 99.0 99.00
2024 07 15 21 00 349 10.2 11.8 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 15 22 00 351 10.4 11.5 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 15 23 00 348 11.2 13.4 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 16 00 00 352  9.9 10.9 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 16 01 00 352 10.5 12.1 99.00 99.00 99.00 999 9999.0  11.4 999.0 999.0 99.0 99.00
2024 07 16 02 00 355  9.4 11.2 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 16 03 00 351 12.1 13.7 99.00 99.00 99.00 999 9999.0  11.2 999.0 999.0 99.0 99.00
2024 07 16 04 00 350  9.9 11.2 99.00 99.00 99.00 999 9999.0  10.2 999.0 999.0 99.0 99.00
2024 07 16 05 00 358  7.8  8.6 99.00 99.00 99.00 999 9999.0   9.8 999.0 999.0 99.0 99.00
2024 07 16 06 00 355  5.9  6.7 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 07 16 07 00 354  6.6  7.2 99.00 99.00 99.00 999 9999.0   9.4 999.0 999.0 99.0 99.00
2024 07 16 08 00 350  5.3  6.0 99.00 99.00 99.00 999 9999.0   9.1 999.0 999.0 99.0 99.00
2024 07 16 09 00 344  5.9  6.5 99.00 99.00 99.00 999 9999.0   8.4 999.0 999.0 99.0 99.00
2024 07 16 10 00 353  5.6  6.3 99.00 99.00 99.00 999 9999.0   9.0 999.0 999.0 99.0 99.00
2024 07 16 11 00   0  4.7  5.4 99.00 99.00 99.00 999 9999.0   9.6 999.0 999.0 99.0 99.00
2024 07 16 12 00 344  3.3  3.7 99.00 99.00 99.00 999 9999.0   8.5 999.0 999.0 99.0 99.00
2024 07 16 13 00 346  1.6  2.0 99.00 99.00 99.00 999 9999.0   8.1 999.0 999.0 99.0 99.00
2024 07 16 14 00 348  2.7  3.1 99.00 99.00 99.00 999 9999.0   7.9 999.0 999.0 99.0 99.00
2024 07 16 15 00 311  1.2  1.4 99.00 99.00 99.00 999 9999.0   8.0 999.0 999.0 99.0 99.00
2024 07 16 16 00 268  1.2  2.0 99.00 99.00 99.00 999 9999.0   8.9 999.0 999.0 99.0 99.00
2024 07 16 17 00 216  3.3  4.0 99.00 99.00 99.00 999 9999.0   9.2 999.0 999.0 99.0 99.00
2024 07 16 18 00 224  2.4  2.9 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 07 16 19 00 202  5.1  6.0 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 07 16 20 00 217  4.6  5.1 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 07 16 21 00 208  6.0  7.1 99.00 99.00 99.00 999 9999.0   9.5 999.0 999.0 99.0 99.00
2024 07 16 22 00 209  6.3  7.3 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 07 16 23 00 195  6.5  7.5 99.00 99.00 99.00 999 9999.0   9.9 999.0 999.0 99.0 99.00
2024 07 17 00 00 189  6.2  7.4 99.00 99.00 99.00 999 9999.0  10.0 999.0 999.0 99.0 99.00
2024 07 17 01 00 194  6.8  8.2 99.00 99.00 99.00 999 9999.0  10.1 999.0 999.0 99.0 99.00
2024 07 17 02 00 195 10.3 12.4 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 07 17 03 00 199  8.5 10.1 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 07 17 04 00 196  3.2  4.1 99.00 99.00 99.00 999 9999.0  10.5 999.0 999.0 99.0 99.00
2024 07 17 05 00 191  5.5  6.7 99.00 99.00 99.00 999 9999.0  12.1 999.0 999.0 99.0 99.00
2024 07 17 06 00 246  2.4  3.6 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 17 07 00 192  5.3  6.3 99.00 99.00 99.00 999 9999.0  11.3 999.0 999.0 99.0 99.00
2024 07 17 08 00 166  3.6  4.5 99.00 99.00 99.00 999 9999.0  11.9 999.0 999.0 99.0 99.00
2024 07 17 09 00 190  3.3  4.3 99.00 99.00 99.00 999 9999.0  10.6 999.0 999.0 99.0 99.00
2024 07 17 10 00 191  3.1  3.4 99.00 99.00 99.00 999 9999.0  11.5 999.0 999.0 99.0 99.00
2024 07 17 11 00 166  3.0  3.7 99.00 99.00 99.00 999 9999.0  10.9 999.0 999.0 99.0 99.00
2024 07 17 12 00 176  1.8  2.8 99.00 99.00 99.00 999 9999.0  11.9 999.0 999.0 99.0 99.00
2024 07 17 13 00 187  1.3  1.6 99.00 99.00 99.00 999 9999.0  11.1 999.0 999.0 99.0 99.00
2024 07 17 14 00 159  1.8  2.2 99.00 99.00 99.00 999 9999.0  12.2 999.0 999.0 99.0 99.00
2024 07 17 15 00 190  2.7  3.8 99.00 99.00 99.00 999 9999.0  13.4 999.0 999.0 99.0 99.00
2024 07 17 16 00 185  4.4  5.2 99.00 99.00 99.00 999 9999.0  13.1 999.0 999.0 99.0 99.00
2024 07 17 17 00 198  4.0  5.0 99.00 99.00 99.00 999 9999.0  12.8 999.0 999.0 99.0 99.00
2024 07 17 18 00 194  4.9  5.9 99.00 99.00 99.00 999 9999.0  12.5 999.0 999.0 99.0 99.00
2024 07 17 19 00 193  4.5  5.5 99.00 99.00 99.00 999 9999.0  12.8 999.0 999.0 99.0 99.00
2024 07 17 20 00 196  3.7  4.6 99.00 99.00 99.00 999 9999.0  13.1 999.0 999.0 99.0 99.00
2024 07 17 21 00 209  3.1  4.1 99.00 99.00 99.00 999 9999.0  13.2 999.0 999.0 99.0 99.00
2024 07 17 22 00 203  2.4  3.0 99.00 99.00 99.00 999 9999.0  13.8 999.0 999.0 99.0 99.00
2024 07 17 23 00 216  2.2  3.8 99.00 99.00 99.00 999 9999.0  13.6 999.0 999.0 99.0 99.00
2024 07 18 00 00 230  2.2  2.5 99.00 99.00 99.00 999 9999.0  13.8 999.0 999.0 99.0 99.00
2024 07 18 01 00 301  1.3  1.8 99.00 99.00 99.00 999 9999.0  13.6 999.0 999.0 99.0 99.00
2024 07 18 02 00 191  0.9  1.3 99.00 99.00 99.00 999 9999.0  14.6 999.0 999.0 99.0 99.00
2024 07 18 03 00 175  1.2  1.5 99.00 99.00 99.00 999 9999.0  13.5 999.0 999.0 99.0 99.00
2024 07 18 04 00 167  0.7  0.9 99.00 99.00 99.00 999 9999.0  13.0 999.0 999.0 99.0 99.00
2024 07 18 05 00 191  1.5  1.7 99.00 99.00 99.00 999 9999.0  12.5 999.0 999.0 99.0 99.00
2024 07 18 06 00 164  1.1  1.3 99.00 99.00 99.00 999 9999.0  12.3 999.0 999.0 99.0 99.00
2024 07 18 07 00 189  3.5  4.2 99.00 99.00 99.00 999 9999.0  13.1 999.0 999.0 99.0 99.00
2024 07 18 08 00 193  4.3  5.4 99.00 99.00 99.00 999 9999.0  12.5 999.0 999.0 99.0 99.00
2024 07 18 09 00 187  2.3  2.9 99.00 99.00 99.00 999 9999.0  11.9 999.0 999.0 99.0 99.00
2024 07 18 10 00 174  3.6  4.1 99.00 99.00 99.00 999 9999.0  12.9 999.0 999.0 99.0 99.00
2024 07 18 11 00 170  2.1  2.6 99.00 99.00 99.00 999 9999.0  13.3 999.0 999.0 99.0 99.00
2024 07 18 12 00 153  1.4  1.9 99.00 99.00 99.00 999 9999.0  13.6 999.0 999.0 99.0 99.00
2024 07 18 13 00 181  1.5  2.1 99.00 99.00 99.00 999 9999.0  12.4 999.0 999.0 99.0 99.00
2024 07 18 14 00 149  0.7  1.1 99.00 99.00 99.00 999 9999.0  13.1 999.0 999.0 99.0 99.00
2024 07 18 15 00 194  2.6  3.2 99.00 99.00 99.00 999 9999.0  12.9 999.0 999.0 99.0 99.00
2024 07 18 16 00 205  1.3  1.9 99.00 99.00 99.00 999 9999.0  12.9 999.0 999.0 99.0 99.00
